rest_id,Restaurant Name,Locality,Area Code,Address,City Code,Cuisine,Cost for 2,Is Recommended,Phone Numbers,Lat Longs,Description,Minimum Order,Delivery Charge Threshold,Compulsory Delivery Charge,Night Delivery fee,Restaurant Packing Charges,Service Tax (%),Service Charge (%),VAT (%),Commission Expression,Payment type,GSTIN Number,Business Entity name,GST Enabled,Go Live Date,Item_SGST,Item_CGST,Item_IGST,Item_inclusive,PC_SGST,PC_CGST,PC_IGST,PC_inclusive,SC_SGST,SC_CGST,SC_IGST,SC_inclusive,Normal Preptime,Peak Preptime,Orders Notify Email,Orders Notify Mobile,Restaurant Category,Parent Id,Monday Open 1,Monday Close 1,Monday Open 2,Monday Close 2,Monday Open 3,Monday Close 3,Tuesday Open 1,Tuesday Close 1,Tuesday Open 2,Tuesday Close 2,Tuesday Open 3,Tuesday Close 3,Wednesday Open 1,Wednesday Close 1,Wednesday Open 2,Wednesday Close 2,Wednesday Open 3,Wednesday Close 3,Thursday Open 1,Thursday Close 1,Thursday Open 2,Thursday Close 2,Thursday Open 3,Thursday Close 3,Friday Open 1,Friday Close 1,Friday Open 2,Friday Close 2,Friday Open 3,Friday Close 3,Saturday Open 1,Saturday Close 1,Saturday Open 2,Saturday Close 2,Saturday Open 3,Saturday Close 3,Sunday Open 1,Sunday Close 1,Sunday Open 2,Sunday Close 2,Sunday Open 3,Sunday Close 3,SV Enabled,Is Veg
8898,Chef Style,"Baani square, South City 2",19,"D 95-96, Ground Floor, Baani square, South City 2, Gurgaon",2,"North Indian,Chinese,Mughlai,Thai",900,0,"P01244360620,01244360630,9811263367","28.425924,77.05707099999995",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.06,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.13125,[bill]*0.20,1,06AAGCC1213Q1ZO,A T S FOODS,1,dt:01-07-2017,0.09,0.09,0,0,0,0,0,0,0,0,0,0,20,25,sumitbhatia109@gmail.com,9811263367,,1321,1100,2359,,,,,1100,2359,,,,,1100,2359,,,,,1100,2359,,,,,1100,2359,,,,,1100,2359,,,,,1100,2359,,,,,0,0
8899,Burger Point,Huda Market Sector 56,88,"Shop No 3, Huda Market Sector 56",2,Fast Food,200,0,"P9990480009,01244242555","28.425019,77.09922000000006",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.1313,[bill_without_taxes]*0.18,1,06ACJPU5680M2ZS,best in burgers,1,dt:01-07-2017,0.06,0.06,0,0,0,0,0,0,0,0,0,0,20,25,arun20_godara@yahoo.co.in,9910577178,,168,1140,2200,,,,,1140,2200,,,,,1140,2200,,,,,1140,2200,,,,,1140,2200,,,,,1140,2200,,,,,1140,2200,,,,,0,0
9089,The Drifters Cafe,Leisure Valley Park,18,Sec 29 leisure valley parking,2,"Chinese,Thai,Asian",400,0,P9930604885,"28.470394,77.06476599999996",0,0,200,0,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.13125,[bill]*0.18,1,,,1,dt:01-07-2017,0.13125,0,0,0,0,0,0,0,0,0,0,0,20,25,order@drifterscafe.com,9930604885,,,1830,2200,,,,,1830,2200,,,,,1830,2200,,,,,1830,2200,,,,,1830,2200,,,,,1830,2200,,,,,1830,2200,,,,,0,0
9091,Tughlaq,DLF Phase 4,87,"109,Rapid Metro,MPD towers ,Sector 43,Golf course Road.",2,"North Indian,Chinese,Seafood,Mughlai",1000,0,"P8130150316,01244052447","28.454625,77.09688499999993",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.06,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.13125,[bill]*0.18,1,,,1,dt:01-07-2017,0.13125,0.06,0,0,0,0,0,0,0,0,0,0,20,25,"info@tughlaqrestaurant.com,reports@torqus.com",9818227447,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,0,0
9247,Awadh Express,Jalvayu Towers,88,"Huda Market, Sector 56, Gurgaon",2,North Indian,500,0,"P9873994558,9873994759,01244001058","28.428613,77.100233",0,0,200,0,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill]*0.21,1,,,1,dt:01-07-2017,0,0,0,0,0,0,0,0,0,0,0,0,20,25,ginneymalik@gmail.com,9999868884,,,1200,1700,1800,2245,,,1200,1700,1800,2245,,,1200,1700,1800,2245,,,1200,1700,1800,2245,,,1200,1700,1800,2245,,,1200,1700,1800,2245,,,1200,1700,1800,2245,,,0,0
9249,Mr. Idli Express,DLF Phase 4,87,"LG-33, MGF Metropolis mall, MG road",2,"North Indian,Chinese,South Indian",400,0,"P9718323650,8802165708,01246467000","28.47916911138237,77.08225696693421",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.06,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.1312,[bill]*0.23,1,,,1,dt:01-07-2017,0.1312,0.06,0,0,0,0,0,0,0,0,0,0,20,25,venkatgarg01@gmail.com,9718323650,,,1100,2200,,,,,1100,2200,,,,,1100,2200,,,,,1100,2200,,,,,1100,2200,,,,,1100,2200,,,,,1100,2200,,,,,0,1
9251,56 Ristorante Italiano,Jalvayu Towers,88,"Ground Floor, Vatika Atrium, Golf Course Road, Gurgaon",2,Italian,2000,0,P01244270075,"28.44046,77.102352",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.06,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.13125,[bill_without_taxes]*0.145,1,,,1,dt:01-07-2017,0.09,0.09,0,0,0.09,0.09,0,0,0,0,0,0,30,30,basudeorai@vatikagroup.com,9650431778,,,1200,1530,1830,2300,,,1200,1530,1830,2300,,,1200,1530,1830,2300,,,1200,1530,1830,2300,,,1200,1530,1830,2300,,,1200,1530,1830,2300,,,1200,1530,1830,2300,,,0,0
9252,Nukkadwala,Sohna Road,19,"Ground Floor, Block 3, Vatika Business Park, Sohna Road, Gurgaon 122018",2,"Fast Food,Street Food",250,0,P01244232948,"28.40602,77.04466200000002",0,0,200,30,30,,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.13125,[bill_without_taxes]*0.19,1,06AAMCA4180A1Z2,VATIKA QSR HOSPITALITY PVT LTD,1,dt:01-07-2017,0.09,0.09,0,0,0.09,0.09,0,0,0,0,0,0,30,30,"vbpnukkadwala@vatikagroup.com,abhinavkashyap@vatikagroup.com","97,168,176,349,711,000,000",,2157,900,2200,,,,,900,2200,,,,,900,2200,,,,,900,2200,,,,,900,2200,,,,,900,2200,,,,,900,2200,,,,,0,0
9320,Habibjaan,Sushant Shopping Arcade,88,"P2A-13,PRINCETON ESTATE ,DLF PHASE 5, GURGAON",2,"North Indian,Biryani,Lucknowi",600,0,P8800917867,"28.447716,77.09724499999993",0,0,200,0,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill]*0.20,1,,,1,dt:01-07-2017,0,0,0,0,0,0,0,0,0,0,0,0,20,25,habib.anas@gmail.com,8800917867,,1410,1000,2250,,,,,,,,,,,1000,2250,,,,,1000,2250,,,,,1000,2250,,,,,1000,2250,,,,,1000,2250,,,,,1,0
9325,Deez - Biryani I Kebab I Curry,"Nathupura,DLF Phase 3",17,"S-27/17, Nathupura,DLF Phase 3, Gurgaon",2,"North Indian,Biryani,Mughlai",650,0,"P01244066661,9999166660","28.487839,77.10335499999997",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.1313,[bill_without_taxes]*0.15,1,06AVIPS7939P1ZH,D S BIRYANI CORNER,1,dt:01-07-2017,0.1313,0,0,0,0,0,0,0,0,0,0,0,20,25,deezbiryani@gmail.com,9999166660,,1254,1100,2245,,,,,1100,2245,,,,,1100,2245,,,,,1100,2245,,,,,1100,2245,,,,,1100,2245,,,,,1100,2245,,,,,0,0
9327,Deez - Biryani I Kebab I Curry,"Eros City Square, Sector 49",19,"AG-59, Ground Floor, Unitech Arcadia, Sector 49",2,"North Indian,Biryani,Mughlai",650,0,"P01244222714,9999166660","28.420353,77.05180399999995",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.06,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.1313,[bill_without_taxes]*0.15,1,06AVIPS7939P1ZH,D S BIRYANI CORNER,1,dt:01-07-2017,0.1313,0.06,0,0,0,0,0,0,0,0,0,0,20,25,deezbiryani@gmail.com,9999166660,,1254,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,0,0
9330,Pepper Pot Cafe,Jalvayu Towers,88,"Shop - 55/56, Huda complex, above More departmental store, Sector 56, Gurgaon",2,"Chinese,Continental,Italian,Healthy Food",350,0,"P9818880503,9999949970","28.428729,77.098751",0,0,200,0,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill]*0.20,1,,,1,dt:01-07-2017,0,0,0,0,0,0,0,0,0,0,0,0,20,25,cafepepperpot@yahoo.com,9999949970,,,900,2100,,,,,900,2100,,,,,900,2100,,,,,900,2100,,,,,900,2100,,,,,900,2100,,,,,900,2100,,,,,1,0
9331,Biryani Blues,Cyber City,17,"48, DLF City Court, Near Sikanderpur Metro Station,Sikandarpur, Gurgaon",2,"Biryani,Hyderabadi",550,0,"P8010801000,01242865555,01244242600,8527759600","28.48273,77.09591",0,0,200,30,30,30,([CART_SUBTOTAL]+30)*0.06,[CART_SUBTOTAL]*0,([CART_SUBTOTAL]+30)*0.1313,[bill_without_taxes]*0.18,1,06AADCT7092D1ZC,THEA KITCHEN PRIVATE LIMITED,1,dt:01-07-2017,4.0703,1.86,0,0,0,0,0,0,0,0,0,0,20,25,,8527759600,,127,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1,0
9449,Jamie's Pizzeria by Jamie Oliver,Cyber City,17,"R302 3rd Floor , Ambience Mall gurgaon",2,Italian,600,0,P9599180116,"28.5034557,77.0970883",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.06,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.1313,[bill_without_taxes]*0.15,1,06AAECD9879M1ZT,DOLOMITE RESTAURANTS PRIVATE LIMITED,1,dt:01-07-2017,0.1313,0.06,0,0,0,0,0,0,0,0,0,0,20,25,ambiggn@jamiespizzeria.in,9599180116,,1754,1100,2245,,,,,1100,2245,,,,,1100,2245,,,,,1100,2245,,,,,1100,2245,,,,,1100,2245,,,,,1100,2245,,,,,0,0
9477,D.N Snacks,Old Gurgaon (Zone 6),35,"shop no 156, sector 4, huda market, gurgaon",2,"Continental,Fast Food",200,0,"P01244011432,9999945838","28.474981162844056,77.00850305026245",0,0,200,30,0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.15,1,,,1,dt:01-07-2017,0,0,0,0,0,0,0,0,0,0,0,0,20,25,oldboxcafe@gmail.com,7827270567,,,1100,2230,,,,,1100,2230,,,,,1100,2230,,,,,1100,2230,,,,,1100,2230,,,,,1100,2230,,,,,1100,2230,,,,,0,0
9482,TPot cafe,"Near Star Mall, Sector 30",18,"BPTP Park Centra, Near Star Mall, Sector 30, Gurgaon",2,"Desserts,Beverages,Snacks",800,0,"P8882447722,7838974334","28.460255,77.05225100000007",0,0,200,30,30,0,[CART_SUBTOTAL]*0.0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.0,[bill_without_taxes]*0.18,1,07AARCS3385G1ZV,Shivanta Agro Foods Private Limited,1,dt:01-07-2017,0,0,0,0,0,0,0,0,0,0,0,0,20,25,atit.tpot@gmail.com,9718222551,,1332,900,2000,,,,,900,2000,,,,,900,2000,,,,,900,2000,,,,,900,2000,,,,,900,1700,,,,,1000,1900,,,,,0,0
9684,Wah Ji Wah,"Huda Main Market, Sector 22",30,"Shop NO 28, Huda Main Market, Sector 22",2,North Indian,300,0,"P9717514060,9717754060","28.502833,77.06263999999999",,0,200,0,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.18,1,,,1,dt:01-07-2017,0,0,0,0,0,0,0,0,0,0,0,0,20,25,vikram0803@gmail.com,"97,175,140,609,717,700,000",,966,1200,2300,,,,,1200,2300,,,,,1200,2300,,,,,1200,2300,,,,,1200,2300,,,,,1200,2300,,,,,1200,2300,,,,,0,1
9838,Shree Shyam Restaurant,DLF Phase 4,87,"C Block, Near Fauji Market, Sushant Lok Phase 1, Gurgaon",2,North Indian,350,0,P9899690153,"28.453153,77.08113000000003",,0,200,0,30,25,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.16,1,,,1,dt:01-07-2017,0,0,0,0,0,0,0,0,0,0,0,0,20,25,abhiagg86@gmail.com,9899690153,,,830,1900,,,,,830,1900,,,,,830,1900,,,,,830,1900,,,,,830,1900,,,,,830,1900,,,,,830,1900,,,,,1,1
9846,Daawat-e-Kashmir,DLF Phase 4,88,"302, 3rd Floor Navpriti Arcade, sector55, Gurgaon",2,"Mughlai,Kashmiri",500,0,"P01244042048,9821542005,01244042049,9821452006","28.42485,77.10958000000005",,0,200,30,30,0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.15,1,,,1,dt:01-07-2017,0,0,0,0,0,0,0,0,0,0,0,0,35,40,daawatekashmir@gmail.com,9821542005,,,1200,2250,,,,,1200,2250,,,,,1200,2250,,,,,1200,2250,,,,,1200,2250,,,,,1200,2250,,,,,1200,2250,,,,,1,0
9860,Urban Dhaba,"District Shopping Center, Sector 56",88,"Shop No 15, District Shopping Center, Sector 56, gurgaon",2,"North Indian,Mughlai",700,0,"P9999099151,01244255515","28.428755,77.09954300000004",,0,200,30,30,0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.1313,[bill_without_taxes]*0.19,1,AA060217005109M,Fearless Ventures,1,dt:01-07-2017,0.06,0.06,0,0,0,0,0,0,0,0,0,0,20,25,urbandhaba56@gmail.com,9999099151,,1274,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1,0
9951,Urban Dhaba,Palam Vihar,30,"Unitech Infospace, Basement 1, Food court, Sector 21, Gurgaon",2,"North Indian,Mughlai",700,0,P9999098731,"28.51046,77.07173999999998",,0,200,30,30,0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.1313,[bill_without_taxes]*0.19,1,AA060217005109M,Fearless Ventures,1,dt:01-07-2017,0.1313,0,0,0,0,0,0,0,0,0,0,0,20,25,urbandhaba56@gmail.com,9999098731,,1274,1130,2300,,,,,1130,2300,,,,,1130,2300,,,,,1130,2300,,,,,1130,2300,,,,,1130,2300,,,,,1130,2300,,,,,1,1
9952,Pomodoro Bistro,DLF Phase 4,87,"UGF-222H, Promodro Bitsro, Sushant Shopping Arcade, Gurgaon",2,"Italian,Cafe,Healthy Food",800,0,"P01244000304,8527418812","28.460826,77.07899599999996",,0,200,0,30,0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.18,1,,,1,dt:01-07-2017,0,0,0,0,0,0,0,0,0,0,0,0,20,25,aloksai.724@gmail.com,8527418812,,,1100,2359,0,145,,,1100,2359,0,145,,,1100,2359,0,145,,,1100,2359,0,145,,,1100,2359,0,145,,,1100,2359,0,145,,,1100,2359,0,145,,,1,0
10058,TasteBox,Ardee City,88,"294, Near Mata Chowk, Wazirabad Village, Sector 52, Gurgaon ",2,North Indian,200,0,"P8130035293,9876370305","28.43670654296875,77.08619689941406",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.22,1,,,1,dt:01-07-2017,0.06,0.06,0,0,0.09,0.09,0,0,0,0,0,0,20,25,tasteboxmeals@gmail.com,8130035293,,,800,1430,1900,2200,,,800,1430,1900,2200,,,800,1430,1900,2200,,,800,1430,1900,2200,,,800,1430,1900,2200,,,800,1430,1900,2200,,,800,1430,1900,2200,,,0,1
10061,Biryani Queen,Orchid Island,19,"DG 37, Ground Floor, Rodeo Drive, Arcadia II, South City 2, Sector 50, Gurgaon ",2,Biryani,500,0,P9871901629,"28.420267,77.05209400000001",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.20,1,06aanca9041r1zz,ARSHIA FOODWORKS PVT LTD,1,dt:01-07-2017,0.06,0.06,0,0,0,0,0,0,0,0,0,0,50,60,Chaitanya@arshiafoodworks.com,9871901629,,2412,1130,2230,,,,,1130,2230,,,,,1130,2230,,,,,1130,2230,,,,,1130,2230,,,,,1130,2230,,,,,1130,2230,,,,,0,0
10130,Foozy,Sector 52,88,"Shop no 24 and 25, Baba Chitru Complex, sector 52 opposite Tao Devi lal botanical park. ",2,"North Indian,Continental,Asian",500,0,"P9810063275,9818104030","28.431476,77.09009600000002",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.1313,[bill_without_taxes]*0.20,1,06AAFCD4925M1ZF,Daring Gourmet Private Limited,1,dt:01-07-2017,0.09,0.09,0,0,0,0,0,0,0,0,0,0,20,25,shivani@foozy.in,"98,100,632,759,818,100,000",,,1200,2230,,,,,1200,2230,,,,,1200,2230,,,,,1200,2230,,,,,1200,2230,,,,,1200,2230,,,,,1200,2230,,,,,1,0
10135,Rock-E-Adda,Nirvana Courtyard,19,"C-032, Nirvana courtyard, nirvana country, sector 50",2,"North Indian,Bengali",500,1,"P9599944851,01244035167","28.414462,77.06466599999999",0,0,200,0,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.175,1,,,1,dt:01-07-2017,0,0,0,0,0,0,0,0,0,0,0,0,20,25,"aparna_bjee@yahoo.com,banerjeeaparna2012@gmail.com",9599944851,,,1100,2300,,,,,1100,2300,,,,,1100,2300,,,,,1100,2300,,,,,1100,2300,,,,,1100,2300,,,,,1100,2300,,,,,0,0
10242,Obento,Sikanderpur,17,"Shop No. 24, 3rd Floor, Shiv Narayan Complex, Behind Hanuman Mandir, Sikanderpur, Gurgaon 122004",2,"Chinese,Pan-Asian,Thai",450,0,"P01246547071,9873439975","28.483347,77.09686699999997",,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.13125,[bill_without_taxes]*0.15,1,06AACCO2078D1ZQ,Obento Kitchen Private Limited,1,dt:01-07-2017,0.06,0.06,0,0,0,0,0,0,0,0,0,0,20,25,malik.himanshu@gmail.com,9873439975,,,1145,2215,,,,,1145,2215,,,,,1145,2215,,,,,1145,2215,,,,,1145,2215,,,,,1145,2215,,,,,1145,2215,,,,,1,1
10300,Bengali By Nature,Maruti Vihar,87,"shop no 1016, Maruti Vihar , Chakkarpur, Gurgaon-122002",2,"North Indian,Bengali",400,0,"P8800853942,9711004184,9313873008","28.476643,77.08262100000002",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.13125,[bill]*0.22,1,06AGTPD1933A1ZT,Bengali By Nature,1,dt:01-07-2017,0.09,0.09,0,0,0.09,0.09,0,0,0,0,0,0,20,25,biswadev.dasgupta@gmail.com,8800853942,,2398,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,0,0
10307,Handi Xpress (MG Road),Saraswati Vihar,87,"Shop No 4, 4A&4B, Housing Board Shopping Complex, Saraswati Vihar, Near Sahara Mall, Chakkarpur, DLF Phase 2, Gurgaon",2,"North Indian,Chinese,Mughlai",400,0,"P9650001213,01244031213","28.4761827,77.08273380000003",,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.1313,[bill_without_taxes]*0.15,1,06AAOPG8913A1ZX,HANDI X-PRESS,1,dt:01-07-2017,0.1313,0,0,0,0,0,0,0,0,0,0,0,20,25,handixpress@gmail.com,"9,20,51,73,79,79,65,02,00,000",,1238,1100,1555,1800,2330,,,1100,1555,1800,2330,,,1100,1555,1800,2330,,,1100,1555,1800,2330,,,1100,1555,1800,2330,,,1100,1555,1800,2330,,,1100,1555,1800,2330,,,1,0
10308,Handi Xpress (DLF Phase 3),"Nathupura Road, Phase 3",17,"Shop No 5, Nathupura Road, Opp CrossRoad Complex, Phase 3, Gurgaon",2,"North Indian,Chinese,Mughlai",400,0,"P8010034000,8130012120,01244061213","28.488664,77.10574999999994",,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.1313,[bill_without_taxes]*0.15,1,06AAOPG8913A1ZX,HANDI X-PRESS,1,dt:01-07-2017,0.06,0.06,0,0,0,0,0,0,0,0,0,0,20,25,handixpress@gmail.com,"80,100,340,008,130,000,000",,1238,1100,1555,1800,2320,,,1100,1555,1800,2320,,,1100,1555,1800,2320,,,1100,1555,1800,2320,,,1100,1555,1800,2320,,,1100,1555,1800,2320,,,1100,1555,1800,2320,,,1,0
10309,Handi Xpress,"Galleria Market, DLF Phase 4",87,"SF-75, 1st Floor, Galleria Market, DLF Phase 4, Gurgaon",2,"North Indian,Chinese,Mughlai",400,0,"P8010001166,01244041213","28.467419,77.08167200000003",,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.1313,[bill_without_taxes]*0.15,1,06AAOPG8913A1ZX,HANDI X-PRESS,1,dt:01-07-2017,0.1313,0,0,0,0,0,0,0,0,0,0,0,20,25,handixpress@gmail.com,"9,20,51,73,79,69,65,02,00,000",,1238,1100,1555,1800,2320,,,1100,1555,1800,2320,,,1100,1555,1800,2320,,,1100,1555,1800,2320,,,1100,1555,1800,2320,,,1100,1555,1800,2320,,,1100,1555,1800,2320,,,1,0
10603,Tibb's Frankie,Galleria market,87,"Ground floor, Galleria market, DLF phase 4",2,Fast Food,300,0,"P9716765751,8376965001,8285669518","28.467712,77.08160299999997",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.1313,[bill_without_taxes]*0.13,1,06AAKFG7071P1ZS,Gorumet Guru,1,dt:01-07-2017,0.06,0.06,0,0,0.06,0.06,0,0,0,0,0,0,10,15,tibbsfrankies@gmail.com,"971,676,575,183,769,000,000,000,000,000",,1042,1100,2130,,,,,1100,2130,,,,,1100,2130,,,,,1100,2130,,,,,1100,2130,,,,,1100,2130,,,,,1100,2130,,,,,1,0
10604,Tibb's Frankie,Hong Kong Bazaar,88,"Ground floor , Hongkong bazaar, sector 57, gurgaon",2,Fast Food,300,0,"P8447114077,9810400000","28.421436,77.09069799999997",0,0,200,0,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.13,1,,,1,dt:01-07-2017,0,0,0,0,0,0,0,0,0,0,0,0,10,15,niteshjindal61@gmail.com,"84,471,140,779,810,400,000",,1042,1200,2130,,,,,1200,2130,,,,,1200,2130,,,,,1200,2130,,,,,1200,2130,,,,,1200,2130,,,,,1200,2130,,,,,1,0
10792,Planet Burger,Sector 10A Market,35,"SCO 24, sector 10A, gurgaon",2,Fast Food,150,0,"P01242212911,9899115224","28.439933,77.006797",0,0,200,0,0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.06,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.1313,[bill_without_taxes]*0.16,1,,,1,dt:01-07-2017,0.1313,0.06,0,0,0,0,0,0,0,0,0,0,10,15,siddharth823@gmail.com,9899115224,,1472,1100,2300,,,,,1100,2300,,,,,1100,2300,,,,,1100,2300,,,,,1100,2300,,,,,1100,2300,,,,,1100,2300,,,,,1,0
11338,Ambarsari Chowk,Baani square,19,"G-4 & 5, Banni square, sector 50, gurgaon",2,North Indian,1100,0,"P7863828282,8527128282","28.425917474595906,77.05738908332819",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.18,1,06AYNPS6762J1ZN,R4 FOODS AND HOSPITALITY,1,dt:01-07-2017,0.09,0.09,0,0,0,0,0,0,0,0,0,0,15,20,sos108.sb@gmail.com,8527128282,,,1230,2245,,,,,1230,2245,,,,,1230,2245,,,,,1230,2245,,,,,1230,2245,,,,,1230,2245,,,,,1230,2245,,,,,1,0
11350,Organic Express,Dlf phase 2,17,"shop no 113, ground floor, central arcade market, dlf phase 2, adjacent to ICICI bank",2,"North Indian,Italian,Healthy Food",400,0,"P01244273209,8447309024,01244079352","28.481390310700075,77.08572761705773",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.1313,[bill_without_taxes]*0.13100,1,06AABCO1602J1ZU,OREX HEALTH FOODS PVT LTD,1,dt:01-07-2017,0.1313,0,0,0,0,0,0,0,0,0,0,0,10,15,"rahulnarula.organic@gmail.com, foodordersgurgaon.organic@gmail.com","8447309024  ,9560678578",,683,830,2300,,,,,830,2300,,,,,830,2300,,,,,830,2300,,,,,830,2300,,,,,830,2300,,,,,830,2300,,,,,1,0
11355,Organic Express,Baani square,19,"G45 Baani square market, sector 50",2,"North Indian,Italian,Healthy Food",400,0,"P01244273209,8447309024,01244079352","28.425418,77.05752400000006",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.1313,[bill_without_taxes]*0.13100,1,06AABCO1602J1ZU,OREX HEALTH FOODS PVT LTD,1,dt:01-07-2017,0.1313,0,0,0,0,0,0,0,0,0,0,0,10,15,"rahulnarula.organic@gmail.com, foodordersgurgaon.organic@gmail.com","84,473,090,249,560,600,000",,683,1100,2300,,,,,1100,2300,,,,,1100,2300,,,,,1100,2300,,,,,1100,2300,,,,,1100,2300,,,,,1100,2300,,,,,1,0
